model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2:3b,pred_conf,0.0,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.1,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.2,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.3,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.4,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.5,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.6,200,1.0,126,0.63,200
llama3.2:3b,pred_conf,0.7,199,0.995,126,0.633,200
llama3.2:3b,pred_conf,0.8,199,0.995,126,0.633,200
llama3.2:3b,pred_conf,0.9,173,0.865,118,0.682,200
llama3.2:3b,pred_conf,0.95,62,0.31,40,0.645,200
llama3.2:3b,pred_conf,0.99,6,0.03,3,0.5,200
llama3.2:3b,pred_conf_iso,0.0,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_iso,0.1,199,0.995,126,0.633,200
llama3.2:3b,pred_conf_iso,0.2,199,0.995,126,0.633,200
llama3.2:3b,pred_conf_iso,0.3,173,0.865,118,0.682,200
llama3.2:3b,pred_conf_iso,0.4,173,0.865,118,0.682,200
llama3.2:3b,pred_conf_iso,0.5,173,0.865,118,0.682,200
llama3.2:3b,pred_conf_iso,0.6,173,0.865,118,0.682,200
llama3.2:3b,pred_conf_iso,0.7,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.8,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.9,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.95,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.1,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.2,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.3,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.4,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.5,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.6,200,1.0,126,0.63,200
llama3.2:3b,pred_conf_temp,0.7,199,0.995,126,0.633,200
llama3.2:3b,pred_conf_temp,0.8,199,0.995,126,0.633,200
llama3.2:3b,pred_conf_temp,0.9,173,0.865,118,0.682,200
llama3.2:3b,pred_conf_temp,0.95,61,0.305,39,0.639,200
llama3.2:3b,pred_conf_temp,0.99,6,0.03,3,0.5,200
