event_id,model,true_label,pred_label,pred_conf_temp,notes,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO11075,llama3.2:3b,B,V,0.93,"On 23 November 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces onboard a motorcycle in Konye (Konye, Meme, Sud-Ouest). The military forces members shot and injured one.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,Yes (1),Unknown,[auto-generated]
CAO13380,llama3.2:3b,B,V,0.9499999999999998,"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),No,[auto-generated]
CAO4298,llama3.2:3b,B,V,0.9499999999999998,"On 23 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Mulang and Meta neighborhood of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). Four civilians were killed, reportedly by the military forces.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (4),Yes,[auto-generated]
CAO9421,llama3.2:3b,S,V,0.85,"Other: On 15 September 2022, the military forces fired gunshots under unclear circumstances at GRA quarter in Mbengwi (Momo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,No,[auto-generated]
CAO11220,llama3.2:3b,B,V,0.9499999999999998,"On 8 November 2023, the military forces attacked Ambazonian Separatists from the Restoration Forces during an operation in Mfuni (Mamfe, Manyu, Sud-Ouest). The military forces shot and killed one, while several others sustained life-threatening injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),No,[auto-generated]
CAO6152,llama3.2:3b,B,V,0.92,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO12429,llama3.2:3b,B,V,0.92,"On 28 July 2023, Ambazonian Separatists exchanged fire with other Ambazonian Separatists in Bali (Mezam, Nord-Ouest) in a dispute over money extorted from civilians. Two Ambazonian Separatists were killed and their bodies were abandoned in the forest.",Ambazonian Separatists (Cameroon),Local/Community,No,High,Yes (2),Yes,[auto-generated]
CAO12645,llama3.2:3b,B,V,0.93,"On 15 January 2022, Ambazonian separatists and the military engaged in an armed clash at Total gas station in Bamunka near Bamenda (Bamenda 1, Mezam, Nord-Ouest). Three civilians were killed in the crossfire.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Yes,[auto-generated]
CAO10508,llama3.2:3b,B,V,0.9499999999999998,"On 14 March 2023, the state security forces, coded as military, shot and killed 3 Ambazonian Separatists at the Ndekwai - Ntenako road axis, coded to Ntenaku (Mamfe, Manyu, Sud-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Unknown,[auto-generated]
CAO11896,llama3.2:3b,B,V,0.92,"On 28 September 2023, state forces, coded as military, exchanged fire with Ambazonian Separatists in Benade (Menchum, Nord-Ouest) during an operation to dislodge the Ambazonian Separatists. Four civilians, including the traditional chief of Banum village, were killed caught by stray bullets.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (4),Yes,[auto-generated]
CAO11447,llama3.2:3b,S,V,0.92,"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO10410,llama3.2:3b,S,V,0.43,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,No,Unknown,[auto-generated]
CAO8359,llama3.2:3b,B,V,0.92,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered.",Military Forces of Cameroon (1982-) Rapid Intervention Battalion,Social-Media,No,High,Yes (1),No,[auto-generated]
CAO3105,llama3.2:3b,B,V,0.9499999999999998,"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest).",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (1),Unknown,[auto-generated]
